1461,22243.9765625
1462,148206.15625
1463,193705.40625
1464,190272.15625
1465,191124.78125
1466,183073.34375
1467,173383.25
1468,170784.046875
1469,167428.40625
1470,125194.3515625
1471,203589.078125
1472,94439.984375
1473,106330.6328125
1474,154317.890625
1475,117160.6328125
1476,383923.15625
1477,234112.546875
1478,314484.5625
1479,273047.28125
1480,506723.375
1481,329423.34375
1482,208322.21875
1483,163001.390625
1484,172564.59375
1485,177838.078125
1486,213145.3125
1487,309955.25
1488,246809.796875
1489,206271.4375
1490,192294.71875
1491,183346.203125
1492,81786.9765625
1493,167973.828125
1494,305610.4375
1495,301851.03125
1496,228712.0625
1497,181294.140625
1498,148536.40625
1499,152452.484375
1500,140656.96875
1501,186789.3125
1502,161535.171875
1503,313062.0625
1504,221700.65625
1505,234897.859375
1506,193827.546875
1507,249831.890625
1508,190588.234375
1509,166517.375
1510,143249.9375
1511,128085.546875
1512,141174.703125
1513,145523.125
1514,156003.1875
1515,215877.8125
1516,169579.0625
1517,155872.59375
1518,129864.40625
1519,229712.21875
1520,134985.8125
1521,132204.203125
1522,172270.453125
1523,108303.375
1524,106176.109375
1525,134915.625
1526,125848.390625
1527,80391.5234375
1528,135131.6875
1529,133373.546875
1530,192752.015625
1531,112744.1875
1532,104527.421875
1533,140247.25
1534,120786.296875
1535,164102.484375
1536,121088.3515625
1537,96186.203125
1538,173642.03125
1539,221609.84375
1540,119611.2265625
1541,144871.8125
1542,142523.75
1543,252950.1875
1544,76635.765625
1545,108309.28125
1546,119724.40625
1547,135184.609375
1548,135526.4375
1549,114923.7421875
1550,149766.5
1551,117036.078125
1552,151276.25
1553,145318.359375
1554,109061.3359375
1555,167042.65625
1556,107294.640625
1557,110961.71875
1558,114083.046875
1559,108026.703125
1560,133594.203125
1561,150616.796875
1562,115489.3046875
1563,125282.8359375
1564,170674.140625
1565,155510.6875
1566,250667.0
1567,82630.671875
1568,216040.671875
1569,158397.890625
1570,131740.265625
1571,140274.9375
1572,146157.34375
1573,265150.96875
1574,114080.21875
1575,211759.625
1576,223134.6875
1577,204131.359375
1578,129512.0078125
1579,152589.28125
1580,199379.71875
1581,126711.9375
1582,121391.4296875
1583,339723.84375
1584,240757.96875
1585,144132.78125
1586,78738.8125
1587,90914.0390625
1588,130300.3671875
1589,108060.953125
1590,138471.203125
1591,93011.0234375
1592,122807.4375
1593,138291.03125
1594,189517.71875
1595,140852.9375
1596,226771.75
1597,167810.609375
1598,177558.921875
1599,207130.578125
1600,194499.9375
1601,61047.7890625
1602,104593.7109375
1603,66935.0546875
1604,284147.5625
1605,265860.1875
1606,170408.890625
1607,171695.75
1608,211129.109375
1609,194009.859375
1610,157032.21875
1611,141612.578125
1612,154217.90625
1613,158602.15625
1614,128181.8515625
1615,83895.09375
1616,70897.296875
1617,86644.21875
1618,123348.6171875
1619,141924.75
1620,175933.078125
1621,145979.78125
1622,141310.59375
1623,335322.46875
1624,198695.15625
1625,135924.484375
1626,170809.3125
1627,200087.109375
1628,283814.25
1629,173838.984375
1630,347364.78125
1631,239130.8125
1632,274600.5625
1633,174979.140625
1634,183026.390625
1635,183381.09375
1636,150995.21875
1637,191666.296875
1638,199442.140625
1639,193067.734375
1640,239666.265625
1641,183008.109375
1642,225159.578125
1643,234461.75
1644,224043.265625
1645,151514.453125
1646,158896.390625
1647,155987.25
1648,127333.3359375
1649,134917.765625
1650,124856.46875
1651,132088.5
1652,87472.6171875
1653,85308.2578125
1654,156733.734375
1655,147333.140625
1656,153252.53125
1657,160937.546875
1658,151686.859375
1659,132745.484375
1660,141536.640625
1661,563749.3125
1662,426896.625
1663,374332.9375
1664,500212.71875
1665,333325.40625
1666,333488.8125
1667,365038.90625
1668,343121.9375
1669,297549.03125
1670,376578.96875
1671,268986.84375
1672,443752.28125
1673,292760.21875
1674,255838.359375
1675,192769.046875
1676,183589.21875
1677,227393.453125
1678,345449.6875
1679,398770.65625
1680,310963.375
1681,261559.578125
1682,297904.8125
1683,184423.90625
1684,176275.078125
1685,165041.25
1686,167541.515625
1687,168002.578125
1688,182746.65625
1689,190223.265625
1690,185367.515625
1691,172498.0
1692,272065.6875
1693,173312.90625
1694,175411.265625
1695,171561.390625
1696,257790.140625
1697,172401.6875
1698,429376.78125
1699,347473.28125
1700,255130.34375
1701,260817.109375
1702,266866.375
1703,247203.578125
1704,328382.4375
1705,245064.078125
1706,435903.125
1707,209204.21875
1708,216559.34375
1709,308227.46875
1710,234721.640625
1711,259245.4375
1712,256288.828125
1713,266902.71875
1714,219618.28125
1715,202539.0625
1716,194792.71875
1717,190499.3125
1718,98241.6484375
1719,206183.453125
1720,236293.984375
1721,185837.390625
1722,101548.2578125
1723,156079.40625
1724,230936.984375
1725,228831.578125
1726,186505.671875
1727,158292.625
1728,192228.5625
1729,166267.5625
1730,176022.0625
1731,118396.5
1732,111402.296875
1733,118471.2890625
1734,126119.25
1735,132533.453125
1736,113783.296875
